X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,XAVG,YAVG,ZAVG,XPEAK,YPEAK,ZPEAK,XABSOLDEV,YABSOLDEV,ZABSOLDEV,XSTANDDEV,YSTANDDEV,ZSTANDDEV,RESULTANT,class
0.11,0.12,0.12,0.09,0.09,0.09,0.09,0.1,0.1,0.12,0.11,0.13,0.08,0.16,0.06,0.12,0.04,0.11,0.1,0,0.12,0.09,0.13,0.12,0.05,0.1,0.11,0.13,0.07,0.1,0,6.82,-1.25,505.56,472.5,3150,8.46,7.73,3.56,10.6,8.69,10.6,13.91,Jogging
0.09,0.1,0.11,0.07,0.11,0.08,0.09,0.13,0.13,0.11,0.07,0.14,0.09,0.11,0.09,0.12,0.09,0.12,0.13,0.07,0.1,0.09,0.08,0.11,0.09,0.12,0.11,0.11,0.09,0.12,0,9.96,-1.46,1925,1700,1687.5,1.58,1.69,1.22,1.93,2.12,1.93,10.36,Downstairs
0.02,0.07,0.08,0.09,0.13,0.09,0.12,0.1,0.16,0.16,0.06,0.09,0.12,0.14,0.11,0.12,0.1,0.09,0.12,0.08,0.05,0.09,0.11,0.14,0.12,0.11,0.1,0.13,0.12,0.06,0,9.17,3.82,1025,931.25,2975,1.78,2.67,1.42,2.22,3.24,2.22,10.31,Downstairs
0.22,0.13,0.09,0.13,0.09,0.1,0.11,0.09,0.03,0.03,0.03,0.03,0.05,0.05,0.06,0.1,0.15,0.21,0.23,0.12,0.02,0.07,0.03,0.04,0.08,0.06,0.1,0.14,0.2,0.3,0,4.07,3.62,525,1800,1950,7.74,1.18,3.6,8.32,1.51,8.32,10.53,Walking
0.13,0.18,0.14,0.08,0.08,0.11,0.12,0.11,0.02,0.05,0.21,0.12,0.11,0.15,0.09,0.08,0.1,0.12,0.05,0,0.06,0.07,0.13,0.13,0.12,0.1,0.1,0.14,0.1,0.07,0,-2.79,1.56,916.67,2125,2416.67,9.33,6.71,4.07,11.58,8.07,11.58,13.71,Jogging
0.17,0.15,0.22,0.14,0.07,0.03,0.08,0.11,0.02,0,0.05,0.16,0.2,0.13,0.09,0.03,0.11,0.14,0.08,0,0.08,0.09,0.11,0.14,0.18,0.18,0.1,0.05,0.05,0,0,9.21,-0.58,2475,2100,1966.67,5.16,3.43,2.24,6.32,4.1,6.32,11.28,Walking
0,0.02,0.03,0.04,0.05,0.09,0.11,0.12,0.2,0.35,0.04,0.15,0.08,0.09,0.11,0.11,0.12,0.08,0.11,0.13,0.04,0.09,0.12,0.12,0.16,0.08,0.15,0.09,0.09,0.07,0,9.39,0.62,3750,993.75,1450,1.73,3.56,2.28,2.25,4.24,2.25,10.22,Walking
0.06,0.1,0.1,0.11,0.18,0.08,0.12,0.11,0.08,0.08,0.11,0.11,0.1,0.1,0.09,0.1,0.1,0.08,0.12,0.11,0.07,0.08,0.12,0.19,0.12,0.1,0.06,0.06,0.09,0.13,0,9.98,-0.96,1850,1093.75,2225,2.98,3.4,1.61,3.64,4.09,3.64,10.86,Upstairs
0.07,0.11,0.13,0.07,0.12,0.11,0.11,0.08,0.13,0.09,0.1,0.07,0.1,0.09,0.11,0.09,0.14,0.08,0.1,0.14,0.09,0.09,0.06,0.11,0.14,0.09,0.11,0.11,0.1,0.11,0,5.82,-0.7,2233.33,1237.5,2175,8.33,2.23,1.94,9.19,2.8,9.19,10.84,Upstairs
0.08,0.11,0.11,0.11,0.11,0.1,0.1,0.12,0.1,0.09,0.14,0.11,0.08,0.1,0.11,0.07,0.11,0.13,0.1,0.04,0.16,0.1,0.14,0.06,0.1,0.07,0.08,0.14,0.12,0.07,0,7.79,-1.23,660.71,385.42,1962.5,8.8,7.51,5.38,10.4,8.65,10.4,15.63,Jogging
0.08,0.09,0.08,0.11,0.13,0.12,0.1,0.09,0.09,0.12,0.08,0.1,0.12,0.13,0.1,0.13,0.1,0.08,0.05,0,0.09,0.1,0.12,0.11,0.08,0.1,0.15,0.09,0.11,0.08,0,7.4,0.84,2466.67,854.55,1983.33,4.12,7.44,7.17,5.34,8.61,5.34,13.66,Jogging
0,0,0,0,0,0,0,0.03,0.91,0.07,0,0,0,0,0,0,0.01,0.87,0.13,0,0,0,0,0,0,0.24,0.69,0.08,0,0,0,4.24,9.21,550,340.38,278.33,0.14,0.06,0.06,0.16,0.08,0.16,10.14,Sitting
0.11,0.11,0.09,0.11,0.09,0.1,0.09,0.12,0.09,0.11,0.07,0.11,0.09,0.1,0.12,0.12,0.1,0.11,0.1,0.08,0.1,0.11,0.09,0.11,0.1,0.11,0.09,0.15,0.06,0.11,0,7.81,1.66,4050,455,1680,3.43,7.33,3.02,4.21,8.47,4.21,11.38,Jogging
0.11,0.06,0.08,0.09,0.13,0.14,0.06,0.12,0.12,0.12,0.11,0.08,0.12,0.11,0.09,0.12,0.09,0.09,0.13,0.09,0.09,0.09,0.12,0.11,0.09,0.11,0.1,0.12,0.08,0.11,0,9.81,-1.42,3375,850,1675,4.37,3.1,2.94,5.49,3.99,5.49,11.88,Walking
0.1,0.13,0.11,0.1,0.08,0.1,0.08,0.12,0.11,0.09,0.12,0.1,0.11,0.12,0.08,0.06,0.11,0.09,0.12,0.1,0.1,0.11,0.12,0.08,0.08,0.08,0.09,0.08,0.16,0.11,0,8.35,2.22,3400,734.62,3125,3.43,6.14,4.45,4.34,7.45,4.34,12.25,Upstairs
0.08,0.07,0.1,0.11,0.12,0.12,0.12,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.15,0.09,0.11,0.11,0.08,0.1,0.09,0.1,0.07,0.13,0.11,0.11,0.13,0.11,0.09,0.07,0,10.32,-0.31,1575,915,2675,3.86,3.76,3.77,4.62,4.77,4.62,12.52,Walking
0.13,0.09,0.1,0.1,0.12,0.07,0.09,0.07,0.08,0.17,0.11,0.12,0.08,0.09,0.11,0.11,0.09,0.09,0.08,0.15,0.15,0.07,0.1,0.1,0.12,0.13,0.08,0.07,0.08,0.12,0,10.03,-1.7,2150,696.15,1625,4.33,3.45,3.04,5.71,4.47,5.71,12.23,Walking
0,0.06,0.04,0.08,0.04,0.1,0.14,0.15,0.23,0.18,0,0.06,0.09,0.06,0.09,0.11,0.14,0.16,0.16,0.13,0.09,0.08,0.1,0.07,0.08,0.15,0.14,0.09,0.13,0.1,0,10.72,0.04,2133.33,600,1625,4.19,3.98,2.06,5.72,4.8,5.72,12.31,Walking
0.11,0.1,0.09,0.06,0.11,0.1,0.19,0.13,0.07,0.07,0.04,0.14,0.16,0.08,0.11,0.08,0.12,0.08,0.12,0.05,0.12,0.13,0.1,0.06,0.09,0.09,0.11,0.08,0.12,0.12,0,10.78,-0.99,2112.5,463.16,3775,4.65,3.93,2.9,5.84,4.73,5.84,12.86,Walking
0.1,0.12,0.11,0.09,0.06,0.1,0.13,0.11,0.11,0.11,0.15,0.1,0.11,0.08,0.08,0.13,0.12,0.08,0.07,0.01,0.07,0.1,0.13,0.08,0.12,0.09,0.11,0.09,0.11,0.12,0,9.04,0.95,900,346.43,4425,6.44,6.81,3.29,7.59,7.93,7.59,13.68,Jogging
0.1,0.11,0.12,0.07,0.16,0.07,0.11,0.1,0.06,0.08,0.1,0.1,0.11,0.14,0.09,0.13,0.09,0.07,0.08,0,0.06,0.08,0.09,0.14,0.1,0.14,0.14,0.12,0.11,0.05,0,6.76,-0.29,473.53,508.82,2925,10.23,7.4,3.23,11.94,8.51,11.94,15.12,Jogging
0.1,0.06,0.13,0.09,0.12,0.15,0.13,0.08,0.08,0.09,0.07,0.09,0.08,0.12,0.07,0.11,0.11,0.11,0.11,0.16,0.1,0.12,0.12,0.09,0.12,0.1,0.08,0.07,0.09,0.14,0,3.66,0.53,916.67,1716.67,4100,9.16,1.74,3.13,9.67,2.19,9.67,10.77,Walking
0.18,0.14,0.12,0.1,0.07,0.07,0.03,0.01,0.02,0.01,0.08,0.08,0.08,0.09,0.07,0.08,0.09,0.05,0.07,0.05,0.08,0.05,0.04,0.07,0.06,0.07,0.1,0.1,0.1,0.08,0,6.15,1.97,733.33,1850,1916.67,2,2.51,1.25,3.42,4.28,3.42,7.23,Upstairs
0.38,0.2,0.4,0.02,0,0.01,0,0.01,0.01,0,0.02,0.02,0.04,0.02,0.05,0,0.11,0.18,0.2,0.34,0.29,0.11,0.08,0.03,0.02,0.01,0.01,0.02,0.12,0.31,0,6.92,5.72,468.42,222.62,306.67,4.69,0.16,0.25,4.69,0.19,4.69,10.13,Sitting
0.11,0.14,0.07,0.12,0.09,0.08,0.1,0.09,0.12,0.09,0.14,0.08,0.08,0.1,0.11,0.09,0.12,0.09,0.09,0.12,0.11,0.12,0.08,0.11,0.13,0.1,0.07,0.11,0.1,0.11,0,9.26,0.26,3000,813.64,3475,4.35,4.72,2.56,5.04,5.63,5.04,11.42,Walking
0.09,0.11,0.1,0.08,0.08,0.12,0.11,0.11,0.12,0.1,0.09,0.12,0.1,0.11,0.12,0.11,0.08,0.07,0.12,0.06,0.13,0.09,0.12,0.09,0.09,0.1,0.1,0.11,0.12,0.08,0,7.57,1.6,1650,532.35,2475,5.54,6.56,4.41,7.07,7.72,7.07,12.27,Jogging
0.07,0.08,0.12,0.18,0.09,0.08,0.09,0.09,0.13,0.11,0.11,0.06,0.1,0.11,0.1,0.13,0.14,0.08,0.11,0.07,0.09,0.13,0.13,0.07,0.09,0.14,0.07,0.08,0.09,0.12,0,9.97,-0.7,1887.5,961.11,3775,3.83,3,2.8,5.15,3.98,5.15,11.63,Walking
0.1,0.09,0.09,0.13,0.08,0.13,0.08,0.11,0.08,0.13,0.07,0.16,0.14,0.08,0.11,0.07,0.13,0.07,0.14,0.02,0.07,0.07,0.11,0.17,0.11,0.1,0.07,0.12,0.15,0.06,0,9.4,0.08,1520,472.22,1600,9.78,6.98,3.59,11.46,7.97,11.46,15.76,Jogging
0.14,0.1,0.09,0.08,0.1,0.1,0.1,0.11,0.11,0.09,0.11,0.09,0.08,0.12,0.12,0.09,0.11,0.08,0.12,0.11,0.11,0.07,0.11,0.14,0.1,0.07,0.12,0.1,0.13,0.08,0,9.01,3.47,1733.33,993.75,1837.5,1.78,2.67,1.9,2.22,3.35,2.22,10.35,Upstairs
0.09,0.12,0.1,0.11,0.09,0.09,0.09,0.12,0.09,0,0.14,0.08,0.08,0.07,0.1,0.11,0.14,0.09,0.1,0,0.11,0.1,0.1,0.11,0.11,0.09,0.09,0.12,0.07,0,0,10.22,1.19,1450,938.89,1450,2.94,3.23,3.38,3.69,3.97,3.69,11.69,Downstairs
0.11,0.11,0.12,0.08,0.12,0.11,0.11,0.09,0.07,0.09,0.13,0.06,0.11,0.15,0.1,0.11,0.11,0.09,0.08,0.08,0.08,0.09,0.11,0.09,0.16,0.09,0.12,0.13,0.08,0.08,0,6.49,-0.4,2050,2816.67,2650,7.76,3.45,1.59,8.67,4.57,8.67,10.86,Upstairs
0,0,0,0,0,0,0,0,0.24,0.77,0,0,0,0,0,0,0,0.41,0.59,0,0,0,0,0,0.04,0.84,0.13,0,0,0,0,4.36,9.08,427.78,323.08,276.56,0.09,0.07,0.06,0.11,0.1,0.11,10.07,Sitting
0.09,0.14,0.07,0.13,0.09,0.09,0.11,0.09,0.1,0.12,0.11,0.09,0.13,0.14,0.08,0.07,0.11,0.11,0.08,0.11,0.11,0.13,0.05,0.09,0.1,0.12,0.11,0.1,0.1,0.11,0,9.72,2.09,2025,1610,1525,2.22,3.1,2.07,2.75,3.83,2.75,10.66,Walking
0.09,0.12,0.13,0.1,0.1,0.1,0.08,0.1,0.11,0.1,0.08,0.12,0.11,0.13,0.12,0.09,0.06,0.11,0.11,0.09,0.09,0.12,0.09,0.12,0.11,0.08,0.12,0.1,0.1,0.08,0,9.89,0.13,2175,1156.25,325,2.89,2.79,1.73,3.76,3.41,3.76,10.79,Downstairs
0.1,0.09,0.11,0.08,0.1,0.14,0.08,0.11,0.13,0.09,0.12,0.11,0.12,0.07,0.12,0.07,0.07,0.12,0.12,0.11,0.12,0.09,0.11,0.1,0.11,0.1,0.1,0.1,0.08,0.11,0,9.69,-0.28,2325,1462.5,725,2.96,2.94,1.82,3.58,3.52,3.58,10.61,Walking
0.1,0.11,0.08,0.08,0.11,0.11,0.13,0.1,0.12,0,0.07,0.12,0.09,0.08,0.11,0.14,0.12,0.09,0.12,0,0.09,0.12,0.09,0.11,0.09,0.1,0.15,0.09,0.1,0,0,9.23,2.08,1862.5,2125,1875,2.18,2.88,1.82,2.65,3.55,2.65,10.15,Walking
0.08,0.12,0.14,0.14,0.1,0.1,0.07,0.09,0.1,0.09,0.11,0.07,0.15,0.06,0.14,0.07,0.11,0.11,0.1,0.11,0.1,0.07,0.1,0.08,0.16,0.12,0.12,0.09,0.07,0.12,0,9.86,0.65,1433.33,1783.33,2150,2.07,2.96,2.21,2.52,3.53,2.52,10.62,Walking
0.16,0.09,0.07,0.05,0.12,0.06,0.08,0.1,0.14,0,0.16,0.06,0.13,0.05,0.05,0.03,0.1,0.11,0.11,0,0.22,0.1,0.08,0.08,0.09,0.09,0.09,0.13,0.08,0,0,9.53,1.52,4125,3075,2583.33,1.77,2.52,1.75,2.3,3.16,2.3,10.25,Upstairs
0.09,0.06,0.07,0.11,0.13,0.09,0.1,0.15,0.11,0.1,0.1,0.08,0.14,0.11,0.09,0.14,0.11,0.08,0.08,0.11,0.09,0.07,0.09,0.07,0.12,0.13,0.17,0.09,0.09,0.12,0,7.64,0.1,1600,1078.57,2500,7.3,3.2,2.48,8.86,4.26,8.86,11.73,Walking
0.07,0.11,0.08,0.13,0.11,0.09,0.1,0.16,0.09,0.08,0.09,0.1,0.11,0.11,0.15,0.13,0.04,0.1,0.08,0.03,0.09,0.07,0.09,0.14,0.08,0.16,0.08,0.14,0.07,0.1,0,7.98,-0.68,754.17,391.67,1960,9.09,6.62,4.7,10.5,7.94,10.5,15.29,Jogging
0.06,0.09,0.11,0.1,0.09,0.11,0.11,0.1,0.12,0.13,0.09,0.08,0.14,0.08,0.12,0.09,0.06,0.12,0.12,0.13,0.11,0.12,0.08,0.12,0.08,0.11,0.11,0.1,0.11,0.08,0,9.36,2.66,875,1925,1866.67,1.6,2.91,2.18,2.24,3.85,2.24,10.46,Upstairs
0.2,0.16,0.16,0.13,0.15,0.11,0.04,0.05,0.02,0,0.2,0.1,0.15,0.14,0.08,0.09,0.12,0.05,0.05,0.04,0.09,0.12,0.09,0.07,0.12,0.12,0.08,0.13,0.12,0.09,0,6.05,-0.05,4475,1790,4200,8.34,4.17,2.13,9.56,5.17,9.56,11.63,Walking
0.01,0.03,0.06,0.03,0.02,0.03,0.04,0.04,0.02,0,0,0,0,0.03,0.08,0.13,0.02,0.02,0,0,0.02,0.03,0.03,0.05,0.04,0.06,0.04,0,0,0,0,2.46,0.43,550,350,175,0.31,1.81,0.44,1.43,7.02,1.43,2.56,Upstairs
0.12,0.11,0.07,0.08,0.16,0.08,0.11,0.09,0.09,0.12,0.11,0.11,0.08,0.09,0.11,0.09,0.09,0.1,0.12,0.12,0.13,0.09,0.07,0.13,0.12,0.06,0.08,0.12,0.13,0.09,0,8.98,-1.08,2650,1350,2833.33,5.74,3.28,2.95,6.86,4.29,6.86,11.74,Walking
0,0.01,0.06,0.07,0.08,0.17,0.13,0.16,0.19,0.14,0.05,0.12,0.05,0.06,0.07,0.11,0.11,0.06,0.05,0.21,0.1,0.1,0.14,0.12,0.1,0.09,0.08,0.1,0.09,0.1,0,8.24,-0.86,2825,278.57,3000,6.46,7.49,5.75,7.58,8.53,7.58,14.44,Jogging
0.12,0.14,0.12,0.12,0.08,0.08,0.14,0.08,0.1,0.05,0.07,0.13,0.09,0.11,0.09,0.11,0.1,0.1,0.1,0.13,0.13,0.11,0.13,0.09,0.1,0.12,0.1,0.1,0.04,0.1,0,9.41,1.14,300,1462.5,2550,2.94,3.68,2.12,3.64,4.47,3.64,10.61,Walking
0.11,0.08,0.11,0.11,0.11,0.14,0.15,0.08,0.06,0.07,0.09,0.09,0.09,0.07,0.14,0.11,0.11,0.13,0.12,0.08,0.06,0.08,0.12,0.08,0.12,0.18,0.14,0.1,0.08,0.07,0,10.03,-0.1,2450,1850,2450,3.17,2.54,1.7,3.89,3.37,3.89,11.13,Upstairs
0.01,0.01,0.07,0.08,0.07,0.09,0.1,0.16,0.24,0.19,0.08,0.09,0.1,0.08,0.07,0.09,0.1,0.12,0.11,0.18,0.02,0.08,0.08,0.12,0.13,0.13,0.11,0.11,0.12,0.13,0,8.42,1.7,750,530.56,750,3.79,6.11,3.1,4.82,7.06,4.82,11.09,Jogging
0.06,0.06,0.02,0.07,0.04,0.09,0.11,0.06,0.13,0.33,0.09,0.15,0.07,0.11,0.12,0.12,0.12,0.07,0.08,0,0.13,0.07,0.12,0.14,0.06,0.06,0.09,0.11,0.21,0.05,0,7.85,-1.91,568.75,269.44,1210,8.4,8.26,8.08,10.39,10.14,10.39,18.05,Jogging
0.06,0.11,0.08,0.11,0.16,0.14,0.14,0.08,0.09,0.05,0.04,0.1,0.1,0.15,0.12,0.1,0.15,0.07,0.14,0.05,0.1,0.09,0.1,0.12,0.09,0.12,0.11,0.15,0.1,0.04,0,9.45,3.14,3675,3900,1783.33,1.26,2.07,1.45,1.59,2.6,1.59,10.22,Downstairs
0.15,0.11,0.09,0.12,0.1,0.09,0.09,0.1,0.09,0,0.12,0.09,0.1,0.08,0.08,0.1,0.1,0.13,0.11,0,0.09,0.09,0.1,0.11,0.12,0.09,0.07,0.12,0.12,0,0,9.8,0.25,2212.5,804.55,2250,4.73,3.67,3.03,5.95,4.43,5.95,11.88,Walking
0.05,0.13,0.14,0.11,0.09,0.14,0.1,0.1,0.08,0.07,0.06,0.13,0.11,0.1,0.08,0.07,0.16,0.11,0.14,0.07,0.08,0.1,0.1,0.07,0.08,0.14,0.14,0.16,0.13,0.04,0,8.48,-2.09,1400,661.54,2333.33,3.75,6.04,2.28,4.79,6.65,4.79,10.64,Jogging
0.12,0.1,0.08,0.1,0.13,0.05,0.12,0.09,0.11,0.12,0.13,0.08,0.09,0.09,0.09,0.13,0.1,0.09,0.11,0.12,0.11,0.05,0.11,0.11,0.09,0.12,0.09,0.12,0.1,0.11,0,9.5,2.07,2233.33,972.22,2225,1.69,2.83,1.9,2.14,3.47,2.14,10.27,Upstairs
0.07,0.08,0.11,0.12,0.09,0.09,0.07,0.13,0.11,0.15,0.14,0.08,0.09,0.11,0.08,0.07,0.13,0.09,0.12,0.1,0.08,0.14,0.06,0.13,0.14,0.06,0.08,0.12,0.09,0.11,0,9.68,0.12,2475,1530,2850,2.48,3.88,2.79,3.1,4.67,3.1,10.8,Walking
0.13,0.09,0.08,0.11,0.15,0.06,0.07,0.12,0.12,0.1,0.17,0.06,0.11,0.08,0.17,0.04,0.08,0.08,0.14,0,0.08,0.06,0.13,0.12,0.09,0.08,0.16,0.07,0.11,0.13,0,7.64,-0.19,1357.14,497.22,4475,8.19,8.12,4.51,9.51,9.77,9.51,15.24,Jogging
0.13,0.11,0.09,0.11,0.13,0.11,0.08,0.06,0.1,0.11,0.1,0.11,0.09,0.13,0.11,0.13,0.1,0.11,0.07,0,0.11,0.08,0.1,0.09,0.11,0.1,0.17,0.09,0.07,0.1,0,7.01,-0.84,685,630,2650,7.79,6.89,3.31,9.8,7.98,9.8,13.14,Jogging
0.01,0.08,0.1,0.07,0.09,0.07,0.06,0.04,0.02,0.02,0.01,0.04,0.08,0.09,0.13,0.09,0.07,0.03,0.01,0,0.01,0.01,0.01,0.06,0.09,0.09,0.12,0.08,0.07,0.01,0,4.61,-0.13,1325,883.33,1583.33,2.31,3.18,2.56,5.41,7.22,5.41,6.71,Jogging
0.09,0.06,0.11,0.11,0.07,0.08,0.08,0.11,0.15,0.16,0.08,0.14,0.1,0.09,0.1,0.11,0.09,0.09,0.1,0.12,0.06,0.12,0.09,0.11,0.1,0.1,0.11,0.14,0.1,0.1,0,9.34,0.16,2875,955.56,3725,3.84,4.61,2.16,4.65,5.46,4.65,11.08,Walking
0.14,0.09,0.08,0.11,0.09,0.12,0.14,0.11,0.07,0.07,0.11,0.11,0.11,0.1,0.07,0.09,0.1,0.12,0.1,0.11,0.07,0.1,0.08,0.1,0.11,0.09,0.16,0.11,0.1,0.09,0,9.48,1.74,1000,1725,1860,1.61,3.61,1.52,2.1,4.34,2.1,10.18,Upstairs
0.12,0.12,0.06,0.11,0.09,0.08,0.06,0.08,0.09,0.2,0.13,0.06,0.14,0.11,0.09,0.1,0.11,0.09,0.09,0,0.07,0.08,0.1,0.15,0.14,0.1,0.08,0.13,0.1,0.07,0,8.22,-1.98,1100,295.31,1670,6.66,8.29,6.92,8.14,10.17,8.14,16.87,Jogging
0.1,0.11,0.08,0.14,0.12,0.07,0.11,0.06,0.15,0.08,0.09,0.1,0.08,0.12,0.08,0.08,0.11,0.16,0.11,0.07,0.1,0.13,0.11,0.1,0.08,0.07,0.11,0.14,0.08,0.08,0,9.01,1.02,2025,546.67,1575,4.25,4.08,3.27,5.73,4.9,5.73,11.16,Downstairs
0.09,0.11,0.12,0.12,0.12,0.14,0.06,0.07,0.07,0.13,0.07,0.1,0.1,0.11,0.09,0.09,0.1,0.14,0.08,0,0.03,0.03,0.18,0.2,0.13,0.06,0.1,0.11,0.12,0.06,0,9.66,-1.63,1400,316.13,2733.33,5.46,7.93,7.01,7.01,9.63,7.01,16.79,Jogging
0.15,0.1,0.08,0.09,0.09,0.13,0.09,0.11,0.08,0.11,0.17,0.08,0.05,0.11,0.1,0.1,0.13,0.09,0.09,0.1,0.1,0.12,0.11,0.11,0.09,0.08,0.09,0.12,0.09,0.12,0,7.88,1.37,1866.67,703.85,925,5.5,6.6,3.03,6.6,7.48,6.6,11.82,Jogging
0.2,0.13,0.14,0.11,0.09,0.11,0.11,0.08,0.04,0,0.11,0.07,0.06,0.12,0.1,0.07,0.11,0.13,0.08,0,0.14,0.1,0.11,0.07,0.1,0.08,0.09,0.14,0.09,0,0,9.34,-0.6,1933.33,1833.33,2750,2.68,4.01,2.8,3.19,4.7,3.19,10.67,Walking
0.17,0.1,0.12,0.13,0.08,0.11,0.07,0.1,0.11,0.04,0.11,0.1,0.14,0.1,0.07,0.12,0.11,0.08,0.11,0.08,0.15,0.08,0.08,0.11,0.11,0.09,0.08,0.09,0.08,0.16,0,9.01,0.37,2900,3600,1583.33,4.52,2.85,2.76,5.38,3.33,5.38,11.01,Walking
0.18,0.23,0.15,0,0.15,0.09,0,0.09,0.03,0.11,0.11,0.11,0,0,0.18,0,0,0.23,0.16,0.22,0.02,0.02,0,0.07,0.05,0,0.22,0.23,0.16,0.25,0,9.31,1.19,226.74,202.17,491.67,3.15,0.06,0.06,3.16,0.09,3.16,9.9,Sitting
0.04,0.04,0.1,0.11,0.12,0.13,0.1,0.16,0.12,0,0.15,0.08,0.12,0.11,0.12,0.13,0.1,0.07,0.09,0,0.08,0.1,0.09,0.12,0.11,0.15,0.11,0.1,0.08,0,0,7.26,-0.45,1450,2025,1700,7.38,2.27,1.81,8.06,3.06,8.06,11.06,Upstairs
0.05,0.13,0.14,0.13,0.16,0.11,0.08,0.08,0.05,0.1,0,0.2,0.11,0.09,0.13,0.13,0.07,0.1,0.1,0.08,0.12,0.1,0.05,0.03,0.11,0.1,0.13,0.16,0.14,0.08,0,-9.26,1.22,1308.33,3950,250,7.53,8.16,5.11,9.15,9.63,9.15,16.69,Jogging
0.09,0.1,0.08,0.15,0.17,0.05,0.07,0.09,0.12,0.11,0.08,0.12,0.09,0.11,0.1,0.06,0.13,0.14,0.08,0.11,0.11,0.11,0.11,0.09,0.14,0.09,0.12,0.06,0.09,0.09,0,8.45,-1.7,1000,827.27,1633.33,4.95,3.08,2.74,5.65,3.57,5.65,10.88,Walking
0,0,0.05,0.12,0.16,0.17,0.21,0.1,0.1,0.11,0.05,0.16,0.2,0.15,0.13,0.07,0.08,0.05,0.07,0.06,0.03,0.02,0.03,0.06,0.09,0.1,0.12,0.26,0.2,0.11,0,9.62,0.92,2725,216.67,4000,1.84,0.19,0.36,1.97,0.25,1.97,9.88,Standing
0,0,0.01,0.04,0.1,0.14,0.14,0.13,0.2,0.26,0.1,0.18,0.13,0.13,0.18,0.12,0.08,0.06,0.01,0.04,0.01,0.05,0.03,0.12,0.1,0.11,0.16,0.18,0.16,0.09,0,9.56,0.81,2750,232.14,116.67,2.32,0.18,0.38,2.43,0.25,2.43,9.91,Standing
0.14,0.12,0.11,0.09,0.13,0.06,0.11,0.1,0.08,0.08,0.09,0.12,0.11,0.12,0.13,0.09,0.12,0.15,0.09,0.02,0.1,0.11,0.08,0.07,0.16,0.09,0.11,0.09,0.11,0.1,0,3.53,-0.35,1412.5,1810,2000,10.82,5.27,5.51,12.6,6.43,12.6,15.18,Jogging
0.27,0.52,0.05,0.02,0,0.04,0.03,0,0.02,0.05,0.06,0.01,0.2,0,0,0.48,0,0.07,0,0.18,0.08,0.01,0,0,0.04,0,0.06,0.12,0.17,0.51,0,3.06,8.09,250,234.62,266.67,4.16,0.15,0.16,4.21,0.48,4.21,9.63,Sitting
0.09,0.06,0.1,0.09,0.14,0.13,0.1,0.1,0.09,0.12,0.15,0.11,0.07,0.08,0.11,0.14,0.1,0.1,0.05,0.11,0.08,0.08,0.1,0.09,0.11,0.11,0.14,0.1,0.1,0.11,0,9.59,0.95,2883.33,1416.67,1637.5,3.67,4.22,3.43,4.6,4.99,4.6,11.58,Walking
0.08,0.14,0.09,0.09,0.09,0.12,0.13,0.06,0.13,0.09,0.14,0.06,0.08,0.09,0.14,0.1,0.14,0.05,0.11,0.11,0.08,0.11,0.02,0.13,0.08,0.1,0.14,0.13,0.13,0.11,0,5.08,0.49,1108.33,1487.5,2175,8.78,2.85,2.2,9.79,3.94,9.79,11.34,Walking
0.12,0.07,0.06,0.1,0.13,0.11,0.06,0.11,0.11,0.16,0.12,0.07,0.09,0.11,0.1,0.11,0.08,0.12,0.09,0.1,0.08,0.06,0.09,0.13,0.12,0.1,0.16,0.12,0.1,0.07,0,9.11,-0.4,1950,606.67,1587.5,5.94,4.61,2.28,7.02,5.64,7.02,12.22,Walking
0.07,0.05,0.08,0.02,0.14,0.12,0.14,0.18,0.08,0.14,0.09,0.12,0.08,0.07,0.11,0.11,0.14,0.12,0.06,0.12,0.12,0.09,0.14,0.14,0.09,0.12,0.06,0.06,0.11,0.1,0,9.5,-0.52,4100,1150,1850,4.94,3.41,2.66,6.26,4.22,6.26,11.64,Walking
0.26,0.14,0.12,0.1,0.07,0.05,0.04,0.08,0.09,0,0.09,0.12,0.12,0.12,0.09,0.07,0.11,0.11,0.07,0,0.06,0.14,0.09,0.07,0.12,0.12,0.1,0.12,0.09,0,0,8.64,1.3,4000,633.33,2187.5,5.22,7.95,3.9,6.87,8.88,6.87,12.98,Jogging
0.12,0.05,0.09,0.08,0.15,0.08,0.12,0.09,0.11,0.13,0.09,0.1,0.1,0.11,0.08,0.11,0.1,0.14,0.1,0.01,0.08,0.13,0.15,0.11,0.1,0.06,0.07,0.1,0.12,0.11,0,9.15,1.77,1575,391.67,1762.5,3.58,7.74,5.06,4.65,8.76,4.65,13.48,Jogging
0.06,0.08,0.11,0.08,0.13,0.1,0.13,0.11,0.14,0.09,0.06,0.06,0.11,0.11,0.16,0.14,0.14,0.1,0.1,0.06,0.06,0.09,0.12,0.06,0.14,0.13,0.13,0.11,0.11,0.07,0,9.57,1.72,4050,550,2700,2.1,2.11,1.56,2.71,2.82,2.71,10.3,Downstairs
